index,Song,Artist,All Chords,Chords,Label,Link
1354,end-of-the-line,traveling-wilburys,"['D', 'D', 'D', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'A', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'A', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'D', 'G', 'D', 'A', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'D', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D', 'A', 'G', 'D', 'A', 'D', 'D']","A,D,G",intermediate,https://tabs.ultimate-guitar.com/tab/traveling-wilburys/end-of-the-line-chords-536426
1355,der-er-et-yndigt-land,misc-traditional,"['D', 'G', 'G/B', 'A7', 'G', 'G/D', 'D', 'D/F#', 'A7/G', 'D/F#', 'A/C#', 'D', 'G#o/B', 'A/C#', 'Bm/D', 'A/E', 'E', 'A', 'A7', 'G/A', 'A7', 'Dsus4', 'D', 'F#7/C#', 'Bm', 'Em/G', 'G7', 'F#sus4', 'F#', 'B7/D#', 'E', 'A7/C#', 'D', 'G', 'G#o', 'D/A', 'A7']","F#,F#7/C#,Bm/D,Em/G,Bm,D,G,D/A,B7/D#,A/C#,A7/C#,Dsus4,A7/G,A,G/D,F#sus4,A/E,G7,A7,G/A,G#o/B,E,G#o,G/B,D/F#",advanced,https://tabs.ultimate-guitar.com/tab/misc-traditional/der-er-et-yndigt-land-chords-1139262
1356,santa-monica-dream,angus-julia-stone,"['F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'C', 'Am7', 'C', 'Am7', 'C', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'C', 'Am7', 'C', 'Am7', 'C', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G', 'C', 'F', 'G']","Am7,C,G,F",intermediate,https://tabs.ultimate-guitar.com/tab/angus-julia-stone/santa-monica-dream-chords-2003169
1357,freight-train,elizabeth-cotten,"['C', 'G7', 'G', 'C', 'E7', 'F', 'C', 'G7', 'C', 'C', 'G7', 'G', 'C', 'E7', 'F', 'C', 'G7', 'C', 'C', 'G7', 'G', 'C', 'E7', 'F', 'C', 'G7', 'C', 'C', 'G7', 'G', 'C', 'E7', 'F', 'C', 'G7', 'C', 'C', 'G7', 'G', 'C', 'E7', 'F', 'C', 'G7']","C,G7,G,E7,F",intermediate,https://tabs.ultimate-guitar.com/tab/elizabeth-cotten/freight-train-chords-1045078
1358,judy,elvis-presley,"['D', 'G', 'D7', 'G', 'G7', 'C', 'A7', 'D7', 'G', 'D7', 'G', 'G', 'G7', 'C', 'D7', 'G', 'D7']","C,D7,G7,D,G,A7",advanced,https://tabs.ultimate-guitar.com/tab/elvis-presley/judy-chords-602847
1359,weeds-or-wild-flowers,parsonsfield,"['G', 'Bm', 'C', 'D', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'Em', 'Am', 'G', 'D', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'Em', 'Am', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'D', 'C', 'G', 'Em', 'Am', 'G', 'D', 'G', 'G', 'Bm', 'C', 'D', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'Em', 'Am', 'G', 'D', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'C', 'G', 'G', 'Bm', 'Em', 'Am', 'G', 'D', 'G', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'D', 'C', 'G', 'Em', 'Am', 'G', 'D', 'G', 'G', 'Bm', 'C', 'D', 'G', 'Bm', 'C', 'Am', 'C', 'G', 'D', 'G', 'C', 'G', 'D', 'C', 'G', 'Em', 'Am', 'G', 'D']","Em,C,Am,D,Bm,G",advanced,https://tabs.ultimate-guitar.com/tab/parsonsfield/weeds-or-wild-flowers-chords-1824661
1360,sunflower,rex-orange-county,"['G#m9', 'G#m9', 'C#13', 'F#maj7', 'F#7', 'Bmaj7', 'C#13', 'Dm', 'D#m', 'D#m/D', 'Bmaj7', 'G#m9', 'G#m9', 'C#13', 'F#maj7', 'F#7', 'Bmaj7', 'C#13', 'Dm', 'D#m', 'D#m/D', 'Bmaj7', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'F#maj7', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5', 'F#maj7', 'D#m7-5', 'C#maj7', 'Fm7-5', 'D#m7', 'D#m7-5', 'G#m7-5']","D#m7-5,D#m7,C#13,C#maj7,G#m9,F#7,Dm,D#m,Bmaj7,D#m/D,Fm7-5,F#maj7,G#m7-5",advanced,https://tabs.ultimate-guitar.com/tab/rex-orange-county/sunflower-chords-2289005
1361,get-you-the-moon,kina,"['A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m', 'B', 'A', 'C#m']","A,C#m,B",novice,https://tabs.ultimate-guitar.com/tab/kina/get-you-the-moon-chords-2343389
1362,cry-baby-cry,the-beatles,"['Em7', 'A7', 'Em', 'Em', 'Em(maj7)', 'Em(maj7)/D#', 'Em7', 'Em7/D', 'Em6', 'Em6/C#', 'Fm7', 'G', 'Am', 'F', 'G', 'Em7', 'A7', 'F', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Am', 'F', 'G', 'Em7', 'A7', 'F', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Am', 'F', 'G', 'Em7', 'A7', 'F', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Am', 'F', 'G', 'Em7', 'A7', 'F', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Em', 'Em', 'Em7', 'Em6', 'C7', 'G', 'Am', 'F', 'G', 'Em7', 'A7', 'F', 'G', 'Am', 'F', 'G', 'Em7', 'A7', 'F', 'Em', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7', 'Fm7']","Em,Fm7,Em7/D,C7,Am,G,Em7,Em6,Em(maj7),Em6/C#,Em(maj7)/D#,A7,F",intermediate,https://tabs.ultimate-guitar.com/tab/the-beatles/cry-baby-cry-chords-17238
1363,sous-le-ciel-de-paris,zaz,"['Bm', 'Bm/D', 'Bm', 'Bm/D', 'Bm', 'Bm/D', 'Em', 'Em/G', 'F#7', 'F#7', 'Bm', 'A', 'G', 'F#', 'Bm', 'Bsus2/D', 'Em', 'Emadd9/G', 'F#7', 'F#7/C#', 'Bm', 'Em', 'Bm', 'Em', 'C#m', 'Dadd9', 'Em', 'C#m', 'F#', 'F#7/E', 'F#7/D', 'F#7/C#', 'Bm', 'Em', 'Em7', 'F#7', 'B', 'Badd9', 'B', 'Em', 'Em7', 'B', 'D#7', 'G#m', 'D#7', 'G#m', 'F#7', 'B', 'F#7', 'B', 'C', 'C#m7', 'F#', 'F#7/E', 'F#7/C#', 'Bm', 'Em7', 'F#7', 'Bm', 'A6', 'G', 'F#7', 'Bm', 'Em7', 'F#7', 'Bm', 'Em', 'Bm', 'Em', 'C#m', 'Dadd9', 'Em', 'C#m', 'F#', 'F#7/E', 'F#7/D', 'F#7/C#', 'Bm', 'Bm', 'Bm', 'Bm', 'Em', 'F#7', 'Bm', 'A6', 'G', 'F#7', 'Bm', 'Bm', 'Bm', 'Bm', 'Em', 'F#7', 'Bm', 'A6', 'G', 'F#7', 'Bm', 'Em7', 'F#7', 'Bm', 'A6', 'G', 'F#7', 'Bm', 'Em7', 'F#7', 'Bm', 'A6', 'G#m7', 'G7', 'Cm', 'Fm7', 'G7', 'C', 'C', 'Cadd9', 'C', 'Cadd9']","Dadd9,C,F#,F#7/C#,Bm/D,F#7/D,Em/G,Bm,G,Cadd9,A6,Bsus2/D,C#m,A,Fm7,Emadd9/G,C#m7,B,G#m7,F#7/E,G7,G#m,Em,Badd9,F#7,Cm,Em7,D#7",advanced,https://tabs.ultimate-guitar.com/tab/zaz/sous-le-ciel-de-paris-chords-1758361
1364,the-gardener,the-tallest-man-on-earth,"['D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'Bm7', 'D', 'D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'D', 'D/C#', 'Bm', 'Bm7', 'G', 'A7', 'A6', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'G', 'A7', 'D', 'D/C#', 'Bm', 'G', 'A7', 'A6', 'D', 'D/C#', 'Bm', 'G', 'A7', 'A6', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'D', 'G', 'A7', 'A7', 'D', 'A7', 'D', 'A7']","Bm7,D/C#,A6,Bm,D,G,A7",intermediate,https://tabs.ultimate-guitar.com/tab/the-tallest-man-on-earth/the-gardener-chords-875578
1365,someone-to-you,banners,"['D', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G', 'D', 'A', 'Bm', 'G']","A,D,Bm,G",novice,https://tabs.ultimate-guitar.com/tab/banners/someone-to-you-chords-2090327
1366,shelter-from-the-storm,chris-martin,"['E', 'E', 'Esus4', 'Esus2', 'G#m', 'A', 'B', 'Amaj7/C#', 'B/D#', 'F#m11', 'F#m11/E', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'E', 'G#m', 'A', 'E', 'Esus4', 'E', 'Esus4', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'B', 'Amaj7/C#', 'B/D#', 'E', 'Esus2', 'E', 'Esus2', 'E', 'Esus2', 'E', 'Esus2', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'E', 'A', 'B', 'Amaj7/C#', 'B', 'F#m11/E', 'F#m11', 'G#m', 'F#m11', 'G#m', 'F#m11', 'G#m', 'F#m11', 'F#m11/E', 'E', 'G#m', 'A', 'E', 'E', 'G#m', 'A', 'Amaj7/C#', 'B/D#', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'Esus4', 'E', 'B/D#', 'Amaj7/C#', 'B/D#', 'Amaj7/C#', 'B/D#', 'E', 'E', 'B/D#', 'Amaj7/C#', 'F#m11/E', 'G#m']","A,Esus2,F#m11/E,E,B,Esus4,Amaj7/C#,F#m11,B/D#,G#m",advanced,https://tabs.ultimate-guitar.com/tab/chris-martin/shelter-from-the-storm-chords-3086684
1367,one-last-cry,brian-mcknight,"['Gb', 'Abm7', 'Gb/Bb', 'Db7', 'Ddim7', 'Ebm7', 'Abm7', 'Gb/Bb', 'Db/Cb', 'Gb', 'Abm7', 'Gb/Bb', 'Fm7b5', 'Bb7b9', 'Ebm7', 'Abm7b5', 'Db7sus', 'Db7/F', 'Gb', 'Ebm7', 'Db/Cb', 'Gb/Bb', 'Cm7', 'F7#5', 'Bbm7', 'Bb7b9/D', 'Ebm7', 'Ab7', 'Abm7', 'Cb/Db', 'Gbsus', 'Fb', 'Gb', 'Gb', 'Abm7', 'Gb/Bb', 'Db7', 'Ddim7', 'Ebm', 'Abm7', 'Gb/Bb', 'Db7sus', 'Gb', 'Abm7', 'Gb/Bb', 'Fm7b5', 'Bb7b9', 'Ebm7', 'Abm7b5', 'Db7sus', 'Db7/F', 'Gb', 'Ebm7', 'Db/Cb', 'Gb/Bb', 'Cm7', 'F7#5', 'Bbm7', 'Bb7b9/D', 'Ebm7', 'Ab7', 'Abm9', 'Bbm7', 'Cbm7', 'Dbm9', 'D', 'C/D', 'D', 'G', 'Am7', 'G/B', 'D7/C', 'D7sus', 'G', 'Am7', 'G/B', 'D7/C', 'D7sus', 'G', 'Am7', 'G/B', 'F#m7b5', 'B7b9', 'Em7', 'Am7b5', 'CM7/D', 'G', 'Em7', 'D/C', 'Bm7', 'D/C', 'Bm7', 'Em7', 'A7', 'Am9', 'Dsus', 'Dsus/C', 'Bm7b5', 'E13b9', 'E7#5', 'Am7', 'Am7b5', 'CM7/D', 'D9', 'G', 'Em9', 'CM7', 'D9sus', 'D9']","Fm7b5,Dsus/C,Db7/F,Db7,Bbm7,CM7,Db/Cb,Am9,D,D7sus,Fb,Bb7b9/D,Abm9,G,Abm7,Gb/Bb,CM7/D,Gb,Ebm,Am7,Cbm7,Ebm7,F#m7b5,Ddim7,Dbm9,Em9,D/C,D9,Db7sus,Cb/Db,Bb7b9,Ab7,Cm7,C/D,Abm7b5,B7b9,A7,Bm7,Gbsus,Dsus,E7#5,Em7,D9sus,E13b9,Bm7b5,D7/C,G/B,Am7b5,F7#5",advanced,https://tabs.ultimate-guitar.com/tab/brian-mcknight/one-last-cry-chords-731508
1368,this-guys-in-love-with-you,herb-alpert-and-the-tijuana-brass,"['Db', 'Gbmaj7', 'Db', 'Gbmaj7', 'Dbma7', 'Gbmaj7', 'Bmaj7', 'Dbma7', 'Gbmaj7', 'F7sus4', 'F7', 'Bbm7', 'Abm7', 'Db9', 'Gbmaj7', 'B9', 'Fm7', 'Bbm7', 'Ebm7', 'Ebm7/Ab', 'Dbma7', 'Gbmaj7', 'Bmaj7', 'Dbma7', 'Gbmaj7', 'F7sus4', 'F7', 'Bbm7', 'Abm7', 'Db9', 'Gbmaj7', 'B9', 'Fm7', 'Bbm7', 'Ebm7', 'Ebm7/Ab', 'Dbma7', 'Gbmaj7', 'Dbma7', 'Gbmaj7', 'Dbma7', 'Cm7', 'Bbm7', 'Eb7', 'Ab', 'Abmaj7', 'Ab7', 'Dbma7', 'Gbmaj7', 'Gbmaj7', 'Bmaj7', 'Dbma7', 'Gbmaj7', 'F7sus4', 'F7', 'Bbm7', 'Abm7', 'Db9', 'Gbmaj7', 'B9', 'Fm7', 'Bbm7', 'Ebm7', 'Ebm7/Ab', 'Dbma7', 'Gbmaj7', 'Dbma7', 'Gbmaj7', 'Dbma7', 'Cm7', 'Bbm7', 'Eb7', 'Ab', 'Abmaj7', 'Ab7', 'Dbma7', 'Gbmaj7', 'Gbmaj7', 'Bmaj7', 'Dbma7', 'Gbmaj7', 'Gbmaj7', 'Bbmaj7']","Abmaj7,B9,Bbm7,Gbmaj7,F7,Abm7,Db,Bbmaj7,Ebm7,Dbma7,Fm7,Ab7,Cm7,Ab,Eb7,Ebm7/Ab,Db9,Bmaj7,F7sus4",advanced,https://tabs.ultimate-guitar.com/tab/herb-alpert-and-the-tijuana-brass/this-guys-in-love-with-you-chords-2730837
1369,lookalike,conan-gray,"['G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'Em', 'Am', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'G', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'Em', 'Am', 'D', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'G', 'C', 'D', 'Em', 'C', 'D', 'Em', 'C', 'D', 'G', 'Em', 'C', 'D', 'G', 'G', 'D', 'Em', 'C', 'G', 'D', 'Em', 'C', 'Am', 'D', 'G', 'Am', 'D']","Em,C,Am,D,G",novice,https://tabs.ultimate-guitar.com/tab/conan-gray/lookalike-chords-2524494
1370,its-over-now,the-beach-boys,"['F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'Bmaj13', 'A#m11', 'D#9', 'G#madd9', 'Fdim7/Cb', 'F#/C#', 'G#m7b5/D', 'D#m', 'G#/D#', 'G#dim7/D', 'F#/C#', 'G#7/C', 'Bmaj13', 'Gmaj9', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'Bmaj13', 'A#m11', 'D#9', 'G#madd9', 'Fdim7/Cb', 'F#/C#', 'G#m7b5/D', 'D#m', 'G#/D#', 'G#dim7/D', 'F#/C#', 'G#7/C', 'Bmaj13', 'Gmaj9', 'F#sus4', 'F#', 'F#sus4', 'F#', 'F#m', 'F#m7/B', 'B9', 'Emaj9', 'Em9/A', 'Amaj13', 'Dmaj9', 'C#m7', 'C#7', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'Bmaj13', 'A#m11', 'D#9', 'G#madd9', 'Fdim7/Cb', 'F#/C#', 'G#m7b5/D', 'D#m', 'G#/D#', 'G#dim7/D', 'F#/C#', 'G#7/C', 'Bmaj13', 'Gmaj9', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9', 'F#9b5', 'F#maj9', 'F#6add9', 'F#add9']","A#m11,B9,F#,Dmaj9,Bmaj13,G#/D#,Fdim7/Cb,Gmaj9,F#m,F#/C#,G#madd9,D#m,G#dim7/D,G#7/C,F#6add9,C#m7,F#sus4,Em9/A,F#m7/B,G#m7b5/D,C#7,Amaj13,F#add9,F#maj9,Emaj9,F#9b5,D#9",advanced,https://tabs.ultimate-guitar.com/tab/the-beach-boys/its-over-now-chords-2144569
1371,rehab,amy-winehouse,"['Cmaj7', 'Bm/G', 'G7', 'Am/F', 'F7', 'Eb', 'Em', 'G', 'Am', 'E', 'Ab', 'G6', 'Fm7', 'Fm6', 'Em/C', 'C7', 'Cmaj7', 'Am/C', 'Cmaj7', 'Cmaj7', 'Am/C', 'Cmaj7', 'Bm/G', 'G7', 'Am/F', 'F7', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'Eb', 'Em', 'Eb', 'Em', 'G', 'Am', 'G', 'Am', 'E', 'F7', 'E', 'F7', 'G', 'Ab', 'G', 'Ab', 'Eb', 'Em', 'Eb', 'Em', 'G', 'Am', 'G', 'Am', 'E', 'F7', 'E', 'F7', 'G', 'Ab', 'G', 'Ab', 'G7', 'G6', 'F7', 'Fm7', 'Fm6', 'Cmaj7', 'Am/C', 'Cmaj7', 'Cmaj7', 'Am/C', 'Cmaj7', 'Bm/G', 'G7', 'Am/F', 'F7', 'Cmaj7', 'Fmaj7', 'Cmaj7', 'Eb', 'Em', 'Eb', 'Em', 'G', 'Am', 'G', 'Am', 'E', 'F7', 'E', 'F7', 'G', 'Ab', 'G', 'Ab', 'Eb', 'Em', 'Eb', 'Em', 'G', 'Am', 'G', 'Am', 'E', 'F7', 'E', 'F7', 'G', 'Ab', 'G', 'Ab', 'G7', 'G6', 'F7', 'Fm7', 'Fm6', 'Cmaj7', 'Am/C', 'Cmaj7', 'Cmaj7', 'Am/C', 'Cmaj7', 'Eb', 'Em', 'Eb', 'Em', 'G', 'Am', 'G', 'Am', 'E', 'F7', 'E', 'F7', 'G', 'Ab', 'G', 'Ab', 'Eb', 'Em', 'Eb', 'Em', 'G', 'Am', 'G', 'Am', 'E', 'F7', 'E', 'F7', 'G', 'Ab', 'G', 'Ab', 'G7', 'G6', 'F7', 'Fm7', 'Fm6', 'Cmaj7', 'Am/C', 'Cmaj7', 'Cmaj7', 'Am/C', 'Cmaj7', 'Bm/G', 'G7', 'Am/F', 'F7', 'Cmaj7', 'Fmaj7', 'Em/C']","Em,F7,Fm7,Am/C,C7,Em/C,Cmaj7,Am,G,E,Eb,Fm6,Ab,Fmaj7,G6,Am/F,G7,Bm/G",advanced,https://tabs.ultimate-guitar.com/tab/amy-winehouse/rehab-chords-2296999
1372,for-no-one,the-beatles,"['C', 'A', 'B', 'B', 'C', 'C/B', 'Am', 'C/G', 'F', 'Bb', 'C', 'C', 'C/B', 'Am', 'C/G', 'F', 'Bb', 'C', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'Gsus4', 'G', 'C', 'C/B', 'Am', 'C/G', 'F', 'Bb', 'C', 'C', 'C/B', 'Am', 'C/G', 'F', 'Bb', 'C', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'Gsus4', 'G', 'C', 'C/B', 'Am', 'C/G', 'F', 'Bb', 'C', 'C', 'C/B', 'Am', 'C/G', 'F', 'Bb', 'C', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'A7', 'Dm', 'Gsus4']","A,C,Am,C/B,Dm,B,Gsus4,C/G,Bb,G,A7,F",intermediate,https://tabs.ultimate-guitar.com/tab/the-beatles/for-no-one-chords-17250
1373,thinking-about-you,frank-ocean,"['Fmaj7', 'Dm7', 'Em7', 'Am', 'Fmaj7', 'Dm7', 'Em7', 'Am', 'Fmaj7', 'Em7', 'Ebmaj7', 'Dm', 'Fmaj7', 'Dm7', 'Em7', 'A7', 'Fmaj7', 'Em7', 'Gm', 'F', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Fmaj7', 'Dm7', 'Em7', 'Am', 'Fmaj7', 'Em7', 'Ebmaj7', 'Dm', 'Fmaj7', 'Dm7', 'Em7', 'A7', 'Fmaj7', 'Em7', 'Gm', 'F', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm7', 'C', 'G', 'Am', 'Dm7', 'C', 'G', 'Am', 'Dm7', 'C', 'G', 'Am', 'Dm7', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G', 'Am', 'Dm', 'C', 'G']","Ebmaj7,Gm,Dm7,C,Am,Dm,Em7,Fmaj7,G,A7,F",intermediate,https://tabs.ultimate-guitar.com/tab/frank-ocean/thinking-about-you-chords-1201074
